Date,Open,High,Low,Close,Adj Close,Volume
8/23/2021,510.04,516.48,505,509.52,508.58,397800
8/24/2021,510,510,500.43,501.58,500.66,377900
8/25/2021,502.48,512.55,501.48,512.14,511.2,417000
8/26/2021,512.46,514.49,508.44,510.59,509.65,238200
8/27/2021,508.03,513.06,508.03,511.87,510.93,238700
8/30/2021,511.87,520.11,511.87,517.25,516.3,272200
8/31/2021,517.98,520.58,515.69,516.89,515.94,299800
9/1/2021,515.02,517.47,508.47,515.4,514.45,343600
9/2/2021,519.17,519.17,512.56,517.29,516.34,286100
9/3/2021,516.08,520.98,512.23,514.5,513.55,373000
9/7/2021,514.39,516.36,508.48,514.02,513.07,446800
9/8/2021,515.08,522.22,512.85,521.37,520.41,319200
9/9/2021,522.27,525.77,515.01,516.12,515.17,255600
9/10/2021,515.82,516.48,510.41,510.87,509.93,323000
9/13/2021,510.92,513.03,504.66,511.1,510.16,441200
9/14/2021,511.95,511.95,505.44,506.96,506.96,277300
9/15/2021,506.74,509.48,501.36,505.56,505.56,354900
9/16/2021,506.94,512.71,502.55,511.21,511.21,402300
9/17/2021,509.29,512.15,501.52,503.54,503.54,908000
9/20/2021,502.15,504.45,493.84,497.06,497.06,396200
9/21/2021,496.15,503.6,495.31,498.15,498.15,349500
9/22/2021,500.68,500.68,491.25,495.52,495.52,428100
9/23/2021,497.88,498.88,492.5,492.81,492.81,252100
9/24/2021,493.4,495,486.02,489.84,489.84,357200
9/27/2021,489.21,493.36,484.15,487.23,487.23,356600
9/28/2021,487.2,488.66,482.46,484.91,484.91,368000
9/29/2021,486.66,488.36,482.42,483,483,248300
9/30/2021,484.44,487.16,476.25,476.96,476.96,485500
10/1/2021,479.02,479.02,470.33,475.07,475.07,380700
10/4/2021,474,474.98,468.77,470.91,470.91,465900
10/5/2021,471.35,477.84,470.23,474.62,474.62,357500
10/6/2021,473.67,483.78,470.69,482.66,482.66,469400
10/7/2021,482.2,491.18,481.29,482.71,482.71,484100
10/8/2021,484.58,488.39,479.64,480.32,480.32,327800
10/11/2021,477.88,484.46,472.43,479.48,479.48,359600
10/12/2021,481.37,483.16,476.13,480.05,480.05,413500
10/13/2021,479.72,480.46,474.03,476.28,476.28,629700
10/14/2021,461,489.89,455.96,477.48,477.48,1518300
10/15/2021,473.89,475,453.34,454.91,454.91,1369200
